assessment_name	assessment_number_questions	assessment_version	question_label	question_text	question_behavioral_trait	question_behavioral_trait_id	question_behavioral_trait_synset	question_direction	question_id	question_datatype	question_options
Chapman Scales - Social Anhedonia	43		CHAPSOC25	25. When others try to tell me about their problems and hang-ups, I  usually listen with interest and attention.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	743	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC26	26. I never had really close friends in high school.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	744	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC27	27. I am usually content to just sit alone, thinking and daydreaming.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	745	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC28	28. I'm much too independent to really get involved with other people.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	746	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC29	29. There are few things more tiring than to have a long, personal discussion with someone.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	747	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC30	30. It made me sad to see all my high school friends go their separate ways when high school was over.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	748	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC31	31. I have often found it hard to resist talking to a good friend, even when  I have other things to do.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	749	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC32	32. Making new friends isn't worth the energy it takes.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	750	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC33	33. There are things that are more important to me than privacy.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	751	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC34	34. People who try to get to know me better usually give up after awhile.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	752	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC35	35. I could be happy living all alone in a cabin in the woods or mountains.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	753	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC36	36. If given the choice, I would much rather be with others than be alone.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	754	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC37	37. I find that people too often assume that their daily activities and opinions will be interesting to me.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	755	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC38	38. I don't really feel very close to my friends.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	756	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC39	39. My relationships with other people never get very intense.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	757	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC40	40. In many ways, I prefer the company of pets to the company of people.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	758	LONGINT	positive
Chapman Scales - Physical Anhedonia	64		CHAPPHY_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	760	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	761	INT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	762	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY1	1. I have usually found lovemaking to be intensely pleasurable.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	763	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY2	2. When eating a favorite food, I have often tried to eat slowly to make it last longer.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	764	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY3	3. I have often enjoyed the feel of silk, velvet, or fur.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	765	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY4	4. I have sometimes enjoyed feeling the strength in my muscles.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	766	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY5	5. Dancing, or the idea of it, has always seemed dull to me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	767	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY6	6. I have always found organ music dull and unexciting.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	768	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY7	7. The taste of food has always been important to me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	769	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY8	8. I have had very little fun from physical activities like walking, swimming, or sports.	active	94acb7c2-3791-461c-8538-988c9a026dc1	active.a.07	negative	770	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY9	9. I have seldom enjoyed any kind of sexual experience.	horny	d962fd76-54b6-42b7-bd98-cfd51ffc80fb	aroused.s.04	negative	771	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY10	10. On hearing a good song, I have seldom wanted to sing along with it.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	772	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY11	11. I have always hated the feeling of exhaustion that comes from vigorous activity.	active	94acb7c2-3791-461c-8538-988c9a026dc1	active.a.07	negative	773	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY12	12. The color that things are painted has seldom mattered to me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	774	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY13	13. The sound of rustling leaves has never much pleased me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	775	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY14	14. Sunbathing isn't really more fun than lying down indoors.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	776	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY15	15. There just are not many things that I have ever really enjoyed doing.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	777	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY16	16. I don't know why some people are so interested in music.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	778	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY17	17. Flowers aren't as beautiful as many people claim.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	779	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY18	18. I have always loved having my back massaged.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	780	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY19	19. I never wanted to go on any of the rides at an amusement park.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	781	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY20	20. Trying new foods is something I have always enjoyed.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	782	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY21	21. The warmth of an open fireplace hasn't especially soothed and calmed me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	783	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY22	22. Poets always exaggerate the beauty and joys of nature.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	784	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY23	23. When I have seen a statue, I have had the urge to feel it.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	785	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY24	24. I have always had a number of favorite foods.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	786	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY25	25. I don't understand why people enjoy looking at the stars at night.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	787	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY26	26. I have had very little desire to try new kinds of foods.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	negative	788	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY27	27. I never have the desire to take off my shoes and walk through a puddle barefoot.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	789	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY28	28. I've never cared much about the TEXTure of food.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	790	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY29	29. When I have walked by a bakery, the smell of fresh bread has often made me hungry.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	791	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY30	30. I have often enjoyed receiving a strong, warm handshake.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	792	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY31	31. I have often felt uncomfortable when my friends touch me.	sensitivity (tough)	ca5acd56-9b16-46a0-9b1c-0f0dc84b3e9d	sensitivity.n.01	positive	793	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY32	32. I have never found a thunderstorm exhilarating.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	794	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY33	33. Standing on a high place and looking out over the view is very exciting.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	795	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY34	34. I have often found walks to be relaxing and enjoyable.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	796	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY35	35. The sound of the rain falling on the roof has made me feel snug and secure.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	797	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY36	36. I like playing with and petting soft little kittens or puppies.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	798	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY37	37. The sound of organ music has often thrilled me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	799	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY38	38. Beautiful scenery has been a great delight to me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	800	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY39	39. The first winter snowfall has often looked pretty to me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	801	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY40	40. Sex is okay, but not as much fun as most people claim it is.	horny	d962fd76-54b6-42b7-bd98-cfd51ffc80fb	aroused.s.04	negative	802	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY41	41. I have sometimes danced by myself just to feel my body move with the music.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	803	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY42	42. I have seldom cared to sing in the shower.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	804	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY43	43. One food tastes as good as another to me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	805	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY44	44. On seeing a soft, thick carpet, I have sometimes had the impulse to take off my shoes and walk barefoot on it.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	806	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY45	45. After a busy day, a slow walk has often felt relaxing.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	807	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY46	46. The bright lights of a city are exciting to look at.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	808	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY47	47. The beauty of sunsets is greatly overrated.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	809	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY48	48. It has always made me feel good when someone I care about reaches out to touch me.	sensitivity (tough)	ca5acd56-9b16-46a0-9b1c-0f0dc84b3e9d	sensitivity.n.01	negative	810	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY49	49. I have usually found soft music boring rather than relaxing.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	811	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY50	50. I have usually finished my bath or shower as quickly as possible just to get it over with.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	812	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY51	51. The smell of dinner cooking has hardly ever aroused my appetite.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	813	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY52	52. When I pass by flowers, I have often stopped to smell them.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	814	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY53	53. Sex is the most intensely enjoyable thing in life.	horny	d962fd76-54b6-42b7-bd98-cfd51ffc80fb	aroused.s.04	positive	815	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY54	54. I think that flying a kite is silly.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	816	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY55	55. I've never cared to sunbathe; it just makes me hot.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	817	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY56	56. The sounds of a parade have never excited me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	positive	818	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY57	57. It has often felt good to massage my muscles when they are tired or sore.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	819	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY58	58. When I'm feeling a little sad, singing has often made me feel happier.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	820	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY59	59. A good soap lather when I'm bathing has sometimes soothed and refreshed me.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	821	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY60	60. A brisk walk has sometimes made me feel good all over.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	822	LONGINT	undefined
Chapman Scales - Physical Anhedonia	64		CHAPPHY61	61. I have been fascinated with the dancing of flames in a fireplace.	anhedonia	8a04e66e-f897-4b29-ac09-a68dcaff0e14	anhedonia.n.01	negative	823	LONGINT	undefined
Temperament and Character Inventory	138		TCI_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	825	LONGINT	undefined
Temperament and Character Inventory	138		TCI_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	826	INT	undefined
Temperament and Character Inventory	138		TCI_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	827	LONGINT	undefined
Temperament and Character Inventory	138		TCI8P	I am usually eager to get going on any job I have to do	prompt	666fbd5d-d8f9-407a-820d-3e42a5a54cf7	prompt.s.01	positive	828	LONGINT	undefined
Temperament and Character Inventory	138		TCI60P	I have often been called an eager beaver because of my enthusiasm for hard work.	hardworking	8e73e33e-72bd-4c92-8dc3-79c535191f57	hardworking.s.01	positive	829	LONGINT	undefined
Temperament and Character Inventory	138		TCI94P	No matter how hard a job is, I like to get started quickly.	prompt	666fbd5d-d8f9-407a-820d-3e42a5a54cf7	prompt.s.01	positive	830	LONGINT	undefined
Temperament and Character Inventory	138		TCI114P	I am eager to start work on any assigned duty.	prompt	666fbd5d-d8f9-407a-820d-3e42a5a54cf7	prompt.s.01	positive	831	LONGINT	undefined
Temperament and Character Inventory	138		TCI134P	I often drag my heels a while before starting any project.	prompt	666fbd5d-d8f9-407a-820d-3e42a5a54cf7	prompt.s.01	negative	832	LONGINT	undefined
Temperament and Character Inventory	138		TCI189P	I like to go slow in starting work, even if it is easy to do.	deliberate	b87ef4b5-d05e-49e3-a40c-ec7d9864047e	careful.s.03	positive	833	LONGINT	undefined
Temperament and Character Inventory	138		TCI197P	I like to do a job quickly and then volunteer for more.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	positive	834	LONGINT	undefined
Temperament and Character Inventory	138		TCI200P	I really enjoy keeping busy.	directed	d5d1c226-f0c7-4243-a91b-686b5cdafc67	target.v.01	positive	835	LONGINT	undefined
Temperament and Character Inventory	138		TCI240P	I am quick to volunteer when there is something to be done.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	positive	836	LONGINT	undefined
Temperament and Character Inventory	138		TCI5P	I like a challenge better than easy jobs.	industrious	9df2dc8b-bc59-4d53-a6be-df32938300d8	hardworking.s.01	positive	837	LONGINT	undefined
Temperament and Character Inventory	138		TCI22P	No job is too hard for me to do my best.	hardworking	8e73e33e-72bd-4c92-8dc3-79c535191f57	hardworking.s.01	positive	838	LONGINT	undefined
Temperament and Character Inventory	138		TCI45P	When I fail at something, I become even more determined to do a better job.	determined	f65447e7-b48f-41cf-9f06-f041e8529007	compulsive.s.02	positive	839	LONGINT	undefined
Temperament and Character Inventory	138		TCI111P	The harder a job is the more I like it.	industrious	9df2dc8b-bc59-4d53-a6be-df32938300d8	hardworking.s.01	positive	840	LONGINT	undefined
Temperament and Character Inventory	138		TCI140P	I often give up on a job if it takes much longer than I thought it would.	determined	f65447e7-b48f-41cf-9f06-f041e8529007	compulsive.s.02	negative	841	LONGINT	undefined
Temperament and Character Inventory	138		TCI163P	When I fail to master something at first, it becomes my personal challenge to succeed.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	positive	842	LONGINT	undefined
Temperament and Character Inventory	138		TCI173P	I often do my best work under difficult circumstances.	hardworking	8e73e33e-72bd-4c92-8dc3-79c535191f57	hardworking.s.01	positive	843	LONGINT	undefined
Temperament and Character Inventory	138		TCI228P	When someone points out my mistakes, I work extra hard to correct them.	improving	dcf80bab-36ea-4fe2-8980-f875db0a3f37	better.v.03	positive	844	LONGINT	undefined
Temperament and Character Inventory	138		TCI37P	I am a very ambitious person.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	positive	845	LONGINT	undefined
Temperament and Character Inventory	138		TCI62P	I like to strive for bigger and better things.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	positive	846	LONGINT	undefined
Temperament and Character Inventory	138		TCI72P	I love to excel at everything I do.	perfectionist	2c9a0f15-d95c-4adf-9413-c5cae0d04663	perfectionist.n.01	positive	847	LONGINT	undefined
Temperament and Character Inventory	138		TCI117P	I often accomplish more than people expect of me.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	positive	848	LONGINT	undefined
Temperament and Character Inventory	138		TCI126P	I am often described as an overachiever.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	positive	849	LONGINT	undefined
Temperament and Character Inventory	138		TCI153P	I am often described as an underachiever.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	negative	850	LONGINT	undefined
Temperament and Character Inventory	138		TCI191P	When my work goes unnoticed, I become even more determined to succeed.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	positive	851	LONGINT	undefined
Temperament and Character Inventory	138		TCI202P	I am often successful because of my ambition and hard work.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	positive	852	LONGINT	undefined
Temperament and Character Inventory	138		TCI207P	I am willing to make many sacrifices to be a success.	hardworking	8e73e33e-72bd-4c92-8dc3-79c535191f57	hardworking.s.01	positive	853	LONGINT	undefined
Temperament and Character Inventory	138		TCI238P	I want to be the best at everything I do.	perfectionist	2c9a0f15-d95c-4adf-9413-c5cae0d04663	perfectionist.n.01	positive	854	LONGINT	undefined
Temperament and Character Inventory	138		TCI55P	I am usually so determined that I continued to work long after other people have given up.	industrious	9df2dc8b-bc59-4d53-a6be-df32938300d8	hardworking.s.01	positive	855	LONGINT	undefined
Temperament and Character Inventory	138		TCI76P	I am more hard-working than most people.	hardworking	8e73e33e-72bd-4c92-8dc3-79c535191f57	hardworking.s.01	positive	856	LONGINT	undefined
Temperament and Character Inventory	138		TCI119P	I usually push myself harder than most people do because I want to do as well as I possibly can.	hardworking	8e73e33e-72bd-4c92-8dc3-79c535191f57	hardworking.s.01	positive	857	LONGINT	undefined
Temperament and Character Inventory	138		TCI129P	If something doesn't work as I expected, I am more likely to quit than to keep going for a long time.	hardworking	8e73e33e-72bd-4c92-8dc3-79c535191f57	hardworking.s.01	negative	858	LONGINT	undefined
Temperament and Character Inventory	138		TCI137P	I am more of a perfectionist than most people.	perfectionist	2c9a0f15-d95c-4adf-9413-c5cae0d04663	perfectionist.n.01	positive	859	LONGINT	undefined
Temperament and Character Inventory	138		TCI146P	I could probably accomplish more than I do, but I don't see the point in pushing myself harder than is necessary to get by.	hardworking	8e73e33e-72bd-4c92-8dc3-79c535191f57	hardworking.s.01	negative	860	LONGINT	undefined
Temperament and Character Inventory	138		TCI158P	I often push myself to the point of exhaustion or try to do more than I  really can.	ambitious	05ece6b4-17d8-467d-910c-8bf7e0d11a41	ambitious.a.01	positive	861	LONGINT	undefined
Temperament and Character Inventory	138		TCI229P	I won't give up what I am doing just because of a long run of unexpected failures.	determined	f65447e7-b48f-41cf-9f06-f041e8529007	compulsive.s.02	positive	862	LONGINT	undefined
Temperament and Character Inventory	138		TCI1T	I often try new things just for fun or thrills, even if most people think it is a waste of time.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	863	LONGINT	undefined
Temperament and Character Inventory	138		TCI29T	I like old tried and true ways of doing things much better than trying  new and improved ways.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	negative	864	LONGINT	undefined
Temperament and Character Inventory	138		TCI52T	In conversations I am much better as a listener than as a talker.	listening	05d12128-8349-4c40-92f3-1343bcb2d6fa	listen.v.01	positive	865	LONGINT	undefined
Temperament and Character Inventory	138		TCI70T	I like to stay at home better than to travel or explore new places.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	negative	866	LONGINT	undefined
Temperament and Character Inventory	138		TCI99T	I have a reputation as someone who is very practical and does not act on emotion.	practical	4bd6c819-a071-4bba-a2d6-c9a0c021a571	practical.a.01	positive	867	LONGINT	undefined
Temperament and Character Inventory	138		TCI114T	I usually demand very good practical reasons before I am willing to change my old ways of doing things.	practical	4bd6c819-a071-4bba-a2d6-c9a0c021a571	practical.a.01	positive	868	LONGINT	undefined
Temperament and Character Inventory	138		TCI144T	I hate to change the way I do things, even if many people tell me there is a new and better way to do it.	routine	a59fd2a5-0425-43d9-9f43-2e521b3a40a3	routine.n.01	positive	869	LONGINT	undefined
Temperament and Character Inventory	138		TCI167T	I prefer to start conversations, rather than waiting for others to talk to me.	social	2c7ce2e5-5c06-42d4-9a0d-0dde19e63423	social.s.06	positive	870	LONGINT	undefined
Temperament and Character Inventory	138		TCI191T	I like to explore new ways to do things	creative	610ec49c-f485-45c4-a8d5-fb82aa99c550	creative.a.01	positive	871	LONGINT	undefined
Temperament and Character Inventory	138		TCI211T	I am slower than most people to get excited about new ideas and activities.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	negative	872	LONGINT	undefined
Temperament and Character Inventory	138		TCI238T	When nothing new is happening, I usually start looking for something that is thrilling or exciting.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	873	LONGINT	undefined
Temperament and Character Inventory	138		TCI13T	I often do things based on how I feel at the moment without thinking about how they were done in the past.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	874	LONGINT	undefined
Temperament and Character Inventory	138		TCI35T	It is difficult for me to keep the same interests for a long time because my attention often shifts to something else.	capricious	1bcac8bb-f522-4306-b430-174b5e365b69	capricious.s.01	positive	875	LONGINT	undefined
Temperament and Character Inventory	138		TCI61T	I like to think about things for a long time before I make a decision.	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	876	LONGINT	undefined
Temperament and Character Inventory	138		TCI82T	I usually think about all the facts in detail before I make a decision.	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	877	LONGINT	undefined
Temperament and Character Inventory	138		TCI108T	I hate to make decisions based only on my first impressions.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	negative	878	LONGINT	undefined
